pathway	external_id	source	hgnc_symbol_ids
Signaling by Retinoic Acid	R-HSA-5362517	Reactome	CPT1A,RDH16,PDHA1,FABP5,ALDH1A1,CHKB,ALDH1A3,RARA,PDK1,RARB,CRABP1,RARG,SDR16C5,DHRS4,RDH5,DHRS3,CYP26B1,ALDH1A2,RDH10,PDHB,AKR1C3,CYP26A1,RDH11,PDHA2,PDHX,CPT1B,DLD,RXRG,RXRA,RXRB,ALDH8A1,PPARD,DLAT,CRABP2,ADH4,DHRS9,RDH14,PDK3,PDK2,ADH1C,PDK4,ADH1A,RDH13,CYP26C1
Potassium transport channels	R-HSA-1296067	Reactome	KCNJ1,KCNJ10,KCNJ16
Inwardly rectifying K+ channels	R-HSA-1296065	Reactome	GABBR1,GABBR2,ABCC9,GNG10,GNG11,GNG12,GNG13,ABCC8,GNGT2,KCNJ12,KCNJ11,KCNJ10,KCNJ16,KCNJ15,KCNJ14,GNB5,GNB4,GNB1,GNB3,GNB2,KCNJ3,KCNJ2,KCNJ1,KCNJ6,KCNJ5,KCNJ4,KCNJ9,KCNJ8,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,GNG8
Galactose catabolism	R-HSA-70370	Reactome	GALT,GALE,GALK1,PGM2,PGM2L1
Nef mediated downregulation of MHC class I complex cell surface expression	R-HSA-164940	Reactome	AP1M2,AP1G1,HLA-A,AP1M1,B2M,AP1S1,AP1S2,AP1S3,AP1B1,PACS1
uracil degradation	PWY-3982	HumanCyc	UPB1,DPYS,DPYD
SARS-CoV-2 Infection	R-HSA-9694516	Reactome	GANAB,ST6GAL1,SUMO1,VHL,PRKCSH,PARP8,CANX,FURIN,RB1,ST6GALNAC2,TMPRSS2,ST3GAL3,ST3GAL2,ST3GAL1,CTSL,PARP9,ST3GAL4,PARP4,PARP6,ST6GALNAC4,ST6GALNAC3,GALNT1,UBE2I,ZCRB1,PARP16,PARP14,GSK3A,PARP10,GSK3B,DDX5,ACE2,MOGS
Regulation of thyroid hormone activity	R-HSA-350864	Reactome	DIO1,DIO2,DIO3
Negative regulation of TCF-dependent signaling by WNT ligand antagonists	R-HSA-3772470	Reactome	WNT3A,SFRP2,SFRP1,LRP6,LRP5,DKK4,DKK2,DKK1,WIF1,WNT9A,SOST,KREMEN2,WNT5A,WNT4,KREMEN1
Unblocking of NMDA receptors, glutamate binding and activation	R-HSA-438066	Reactome	DLG1,ACTN2,DLG3,DLG2,DLG4,GRIA2,GRIA3,LRRC7,CAMK2A,GRIA4,GRIN2B,GRIN2C,CAMK2G,GRIN2A,GRIA1,CAMK2B,GRIN2D,NEFL,CAMK2D,GRIN1
HSP90 chaperone cycle for steroid hormone receptors (SHR)	R-HSA-3371497	Reactome	DNAJA2,NR3C2,NR3C1,DNAJA1,HSPA7,DNAJA4,HSPA2,PTGES3,DNAJB1,HSPA8,HSP90AB1,FKBP5,HSPA1A,AR,PGR,HSP90AA1,STIP1,HSPA1B,FKBP4,HSPA1L
Wax biosynthesis	R-HSA-9640463	Reactome	FAR1,AWAT1,AWAT2,FAR2
Mitochondrial translation elongation	R-HSA-5389840	Reactome	TSFM,MRPL54,MRPL55,MRPL57,MRPL50,MRPL51,MRPL52,MRPL53,MRPL58,MRPL36,MRPL37,MRPL34,MRPL35,MRPL32,MRPL33,MRPS9,MRPS7,MRPS6,MRPS5,MRPS2,MRPL38,MRPL39,MRPL43,MRPL42,MRPL41,MRPL40,MRPL47,MRPL46,MRPL45,MRPL44,DAP3,MRPL49,MRPL48,MRPL24,MRPL27,MRPL21,MRPL20,MRPL23,MRPL22,MRPL28,CHCHD1,GADD45GIP1,MRPL10,MRPL11,MRPL12,MRPL13,MRPL14,MRPL15,MRPL16,MRPL17,MRPL18,MRPL19,MRPL4,MRPL2,MRPL3,MRPL1,MRPL9,MRPS28,MRPS26,MRPS27,MRPS24,MRPS25,MRPS22,PTCD3,MRPS21,MRPS35,OXA1L,AURKAIP1,MRPS34,MRPS36,MRPS31,MRPS30,MRPS33,MRPS18A,MRPS18B,MRPS18C,GFM1,MRPS23,MRPS17,MRPS16,MRPS15,MRPS14,MRPS12,MRPS11,MRPS10,ERAL1,MRPL30,TUFM
NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	R-HSA-9031528	Reactome	PLIN1,RXRB,RXRA,NR1H2,NR1H3
Activation of the phototransduction cascade	R-HSA-2485179	Reactome	GNGT1,CNGB1,GNB1,SLC24A1,PDE6B,CNGA1,PDE6A,PDE6G,RHO,GNAT1
Sulfur amino acid metabolism	R-HSA-1614635	Reactome	APIP,CDO1,BHMT2,GADL1,TST,CTH,CBSL,SLC25A10,ADI1,BHMT,MPST,MRI1,GOT2,GOT1,SUOX,MTR,ENOPH1,MAT1A,TXN2,ADO,MTAP,ETHE1,CSAD,CBS,SQOR,MTRR,AHCY
<i>myo</i>-inositol <i>de novo</i> biosynthesis	PWY-2301	HumanCyc	IMPA1,IMPA2,ISYNA1,BPNT2
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	R-HSA-8939246	Reactome	PRKCB,CSF2,CBFB,RUNX1,LGALS3,CREBBP
Signaling by cytosolic FGFR1 fusion mutants	R-HSA-1839117	Reactome	ZMYM2,FGFR1OP2,STAT3,LRRFIP1,STAT1,STAT5B,TRIM24,PIK3CA,CUX1,GAB2,CEP43,MYO18A,STAT5A,GRB2,PIK3R1,CPSF6,CNTRL,BCR
Plasmalogen biosynthesis	R-HSA-75896	Reactome	DHRS7B,AGPS,GNPAT
Wax and plasmalogen biosynthesis	R-HSA-8848584	Reactome	DHRS7B,AGPS,GNPAT,FAR1,FAR2,AWAT1,AWAT2
Signaling by plasma membrane FGFR1 fusions	R-HSA-8853336	Reactome	BAG4,ERLIN2,FGFR1
FGFR1 mutant receptor activation	R-HSA-1839124	Reactome	FGFR1OP2,BAG4,GAB2,MYO18A,CPSF6,BCR,STAT3,STAT1,PIK3CA,PIK3R1,FGF17,ZMYM2,TRIM24,CEP43,CUX1,FGF9,FGF8,FGF6,FGF5,FGF4,FGF2,FGF1,FGFR1,LRRFIP1,ERLIN2,STAT5B,STAT5A,GRB2,CNTRL,FGF23,FGF20
Signaling by FGFR1 in disease	R-HSA-5655302	Reactome	FGFR1OP2,FRS2,BAG4,HRAS,GAB2,GAB1,MYO18A,PLCG1,CPSF6,BCR,STAT3,STAT1,PIK3CA,NRAS,SOS1,PIK3R1,FGFR1,FGF17,ZMYM2,TRIM24,CEP43,CUX1,FGF9,FGF8,FGF6,FGF5,FGF4,FGF2,FGF1,KRAS,LRRFIP1,ERLIN2,STAT5B,STAT5A,GRB2,CNTRL,FGF23,FGF20
GPCR GroupI metabotropic glutamate receptor	None	INOH	PLCB1,MAP2K2,MAP2K1,ARAF,RAF1,MAPK3,GNB5,MAPK1,GRM5,GRM1,GNGT2,PRKCI,PRKCH,PLCB2,PLCB3,PLCB4,PRKCA,PRKCB,PRKCE,PRKCD,GNB3,PRKCZ,PRKCG,PRKCQ,ITPR3,ITPR1,GNAQ,BRAF
mitochondrial L-carnitine shuttle	PWY-6111	HumanCyc	CPT1A,CRAT,CPT1C,CPT1B,CPT2,CHKB
Mitochondrial calcium ion transport	R-HSA-8949215	Reactome	SMDT1,SLC8B1,PMPCA,SPG7,PHB2,PHB,LETM1,MCUB,MICU2,PMPCB,MCU,AFG3L2,MAIP1,VDAC3,VDAC2,VDAC1,MICU3,SLC8A3,MICU1,AKAP1
NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	R-HSA-9623433	Reactome	NCOA1,RXRA,RXRB,FABP6,NR1H2,UGT1A3,NCOR2,NCOR1,NR1H3
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK)	R-HSA-1299308	Reactome	KCNK6,KCNK7,KCNK1
Citric acid cycle (TCA cycle)	R-HSA-71403	Reactome	MDH2,ME3,ME2,FH,IDH3A,OGDH,IDH3B,IDH3G,FAHD1,NNT,DLD,IDH2,SUCLG2,SUCLG1,CS,ACO2,DLST,SUCLA2,SDHA,SDHC,SDHB,SDHD
sorbitol degradation I	PWY-4101	HumanCyc	SORD
Nef Mediated CD8 Down-regulation	R-HSA-182218	Reactome	AP2S1,ATP6V1H,AP2M1,AP2A1,AP2A2,CD8B,AP2B1
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	R-HSA-164938	Reactome	AP1B1,CD4,AP2S1,CD28,AP1S3,AP1M2,AP1G1,HLA-A,AP1M1,ATP6V1H,PACS1,AP2M1,B2M,LCK,AP2A1,AP1S1,AP1S2,AP2A2,CD8B,ARF1,AP2B1
Gamma carboxylation, hypusine formation and arylsulfatase activation	R-HSA-163841	Reactome	GGCX,ARSB,PROS1,DOHH,FN3KRP,FURIN,SUMF2,DPH2,SUMF1,FN3K,EIF5A,DHPS,TPST2,TPST1,ARSF,BGLAP,DPH3,STS,F10,PROZ,ARSD,DPH1,F2,ARSG,ARSA,DPH6,F7,F8,F9,DPH7,ARSH,ARSI,ARSJ,ARSK,ARSL,EEF2,EIF5A2,DPH5,PROC,ICMT,GAS6
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	R-HSA-9632974	Reactome	PCK1,RXRB,NRIP1,RXRA,NR1H3
NR1H2 and NR1H3-mediated signaling	R-HSA-9024446	Reactome	KDM1A,KDM1B,PCK1,MOV10,HDAC3,FABP6,APOC4,APOC2,TNRC6B,TNRC6A,APOC1,ARL4C,NCOR1,UGT1A3,GPS2,APOE,SCD,NCOR2,KDM4A,FASN,PLTP,PLIN1,NR1H2,NR1H3,CETP,APOD,RXRB,RXRA,NCOA1,MYLIP,EP300,ABCG5,ABCG1,TBL1X,TBL1XR1,ABCG8,NRIP1,TNRC6C,SREBF1,ANGPTL3,EEPD1,ABCA1,AGO4,KDM3A,AGO1,AGO3,AGO2
Signaling by Nuclear Receptors	R-HSA-9006931	Reactome	PCK1,MOV10,KDM1A,KDM1B,FKBP4,AKT1,APOC4,AKT3,TNRC6C,TNRC6B,TNRC6A,APOC1,H4C11,GNG7,H4C12,H4C15,H4C14,PLIN1,RARA,H3-3A,GPS2,GPAM,CALM2,CALM3,RARG,CALM1,PIK3CA,DHRS4,GNG10,GNG11,GNG12,GNG13,HSP90AB1,CBFB,MYC,MYB,H2AB2,PIK3R2,H3-3B,CETP,AGO2,ERBB4,CAV1,SP1,PRMT1,CTSD,CREB1,H4C9,GNG5,MYLIP,PDK1,H4C5,CXCL12,GATA3,KRAS,H4C1,H2AX,H4C3,H4C2,GTF2F1,H4C4,H4C6,CCND1,H4C8,GTF2F2,STAG2,AKT2,H2AC20,FOXA1,PTGES3,GNG4,RUNX1,GNG2,CYP26A1,MAPK1,GNG8,EPGN,POU2F1,CDKN1B,HRAS,H2AC8,CARM1,KAT5,CCNT1,MED1,BCL2,ARL4C,CHKB,RDH16,PDHX,APOD,APOE,H2BC11,DDX5,SCD,PLTP,DLD,JUN,EGF,CYP26B1,H2AC7,H4C13,ELK1,PIK3R3,NCOR1,PIK3R1,H2AC6,ANGPTL3,PDHB,GNGT2,NR1H2,NR1H3,SMC1A,H2AZ1,H2AZ2,H2AJ,STAG1,FOS,H2BC12,H2BC13,H2BC10,H2AC4,H2BC17,H2BC14,H2BC15,POLR2E,POLR2D,PPARD,POLR2F,POLR2A,POLR2C,POLR2B,POLR2L,POLR2I,POLR2H,POLR2K,POLR2J,ABCG1,ESR2,ABCG5,ZDHHC7,ESR1,ABCG8,PPP5C,DHRS9,POLR2G,H2BC21,DLAT,H4-16,STRN,BTC,AGO4,KDM3A,AGO1,AREG,AGO3,CYP26C1,HDAC1,H2BS1,HDAC3,YY1,H2AB1,FOSB,H2AB3,ABCA1,DHRS3,FABP6,H2AC15,H2AC14,GNAI2,NCOR2,H2AC19,GNAI1,NCOA2,NCOA3,GREB1,NCOA1,SDR16C5,S1PR3,SMC3,HSP90AA1,USF2,HBEGF,USF1,FASN,CITED1,APOC2,PDHA2,SRC,PDHA1,SRF,FABP5,GNB5,GNB4,RXRG,GNB1,RXRA,RXRB,GNB2,H2BC1,H2BC3,H2BC4,H2BC5,H2BC6,H2BC7,H2BC8,H2BC9,EP300,FOXO3,MAPK3,TBL1XR1,ADH4,ADH1A,RARB,SREBF1,EREG,CXXC5,TBP,CDK9,PPID,H3C15,AKR1C3,SPHK1,PTK2,KCTD6,GNAI3,EGFR,TFF1,TFF3,H3C10,H3C11,H3C12,H3C13,H3C14,GTF2A1,GTF2A2,H2BU1,GNAT3,ALDH1A1,ALDH1A2,ALDH1A3,CREBBP,RDH14,EBAG9,CRABP1,AXIN1,GNG3,RDH5,NRAS,UHMK1,KAT2B,KDM4B,KDM4A,PDK2,PGR,H3C6,UGT1A3,H3C7,CPT1A,TGFA,NOS3,FKBP5,H3C4,RAD21,JUND,RDH13,RDH10,PRKCZ,GNB3,MMP7,ZDHHC21,CPT1B,H2AC18,TBL1X,CRABP2,RDH11,ALDH8A1,NRIP1,CAV2,H3C2,H3C3,PDK3,H3C1,ADH1C,PDK4,GNGT1,MMP9,PDPK1,H3C8,ATF2,MMP2,MMP3,EEPD1,MMP1
catecholamine biosynthesis	PWY66-301	HumanCyc	DDC,DBH,PNMT,TH
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate	R-HSA-880009	Reactome	D2HGDH,ADHFE1,L2HGDH
InlA-mediated entry of Listeria monocytogenes into host cells	R-HSA-8876493	Reactome	CTNND1,RPS27A,CTNNB1,UBA52,CBLL1,UBB,UBC,CDH1
The citric acid (TCA) cycle and respiratory electron transport	R-HSA-1428517	Reactome	MT-CO1,MT-CO2,MT-CO3,MPC2,NDUFB9,MPC1,NDUFB7,NDUFB6,NDUFB5,NDUFB4,NDUFB3,NDUFB2,NDUFB1,UQCRQ,UQCRH,SLC25A14,UQCRB,NDUFAB1,MT-ND1,OGDH,MT-ND3,MT-ND4,MT-ND5,MT-ND6,NDUFB8,NDUFB11,NDUFB10,MT-ATP8,NDUFA11,COX8A,NDUFA13,GLO1,MT-ATP6,NNT,IDH2,ETFDH,SLC25A27,COX6A1,L2HGDH,D2HGDH,LDHA,NDUFAF1,UQCRFS1,UQCRC2,UQCRC1,ME3,ME2,NUBPL,COX6B1,ETFA,MT-ND2,PDPR,TMEM186,PDHB,PDHX,COX6C,DLD,MT-CYB,NDUFV1,PDP1,PDP2,DLAT,ECSIT,ACO2,ATP5PO,ATP5PD,ACAD9,ATP5PF,PDK4,ATP5F1A,ATP5PB,ATP5F1C,TMEM126B,NDUFAF5,NDUFAF4,NDUFAF7,NDUFAF6,ME1,ADHFE1,NDUFAF3,NDUFAF2,FH,VDAC1,NDUFV3,NDUFV2,TIMMDC1,NDUFA12,FAHD1,NDUFA10,BSG,PDHA2,NDUFA7,NDUFA4,ETFB,NDUFA2,NDUFA3,NDUFA1,NDUFA5,NDUFA8,NDUFA9,COX4I1,CS,DLST,SUCLA2,GSTZ1,ATP5F1D,ATP5F1E,COX7B,COX7C,NDUFA6,COX5A,COX5B,UQCR10,UQCR11,LDHAL6B,CYCS,LDHAL6A,PDHA1,MDH2,ATP5F1B,ATP5MC1,ATP5MC3,ATP5MC2,IDH3A,IDH3B,IDH3G,HAGH,PDK3,NDUFS3,ATP5MG,ATP5MF,ATP5ME,DMAC2L,LDHB,LDHC,NDUFC1,NDUFC2,COA1,SUCLG2,SDHA,SUCLG1,UCP1,UCP2,UCP3,PM20D1,COX7A2L,SLC16A8,SLC16A1,SLC16A3,CYC1,PDK1,NDUFS1,NDUFS2,PDK2,NDUFS4,NDUFS5,NDUFS6,NDUFS7,NDUFS8,SDHC,SDHB,SDHD
dolichol and dolichyl phosphate biosynthesis	PWY-6129	HumanCyc	SRD5A3,DOLK,DHDDS
TWIK-releated acid-sensitive K+ channel (TASK)	R-HSA-1299316	Reactome	KCNK9,KCNK3
TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	R-HSA-6804116	Reactome	E2F7,ARID3A,CCNA2,E2F1,CCNA1,CCNE2,CDKN1B,ZNF385A,CCNE1,PCBP4,E2F8,CDK2,TP53,CDKN1A
TWIK-related alkaline pH activated K+ channel (TALK)	R-HSA-1299361	Reactome	KCNK16,KCNK17
NRIF signals cell death from the nucleus	R-HSA-205043	Reactome	SQSTM1,APH1A,TRAF6,APH1B,PSEN2,PSEN1,RPS27A,NGF,NCSTN,UBA52,NGFR,UBB,UBC,PSENEN,MAPK8,ITGB3BP
Prostacyclin signalling through prostacyclin receptor	R-HSA-392851	Reactome	GNG12,PTGIR,GNAS,GNB5,GNB1,GNG10,GNG11,GNB3,GNG13,GNG7,GNG4,GNG5,GNG2,GNG3,GNGT1,GNB4,GNB2,GNG8,GNGT2
TWIK-related spinal cord K+ channel (TRESK)	R-HSA-1299344	Reactome	KCNK18
GPCR signaling-G alpha i	None	INOH	LIF,ADCY5,NRG2,EPO,CCK,BDNF,AGT,EGF,IFNW1,CXCR2,WNT10A,WNT10B,RGS6,INHBA,INHBB,INHBC,INHBE,IFNA13,EDN3,EDN2,IFNA17,IFNA16,IFNA14,ADCY4,LHB,BMP8B,GIP,IFNG,ADCY6,JAG2,ADCY7,FASLG,SCT,KITLG,NRG3,GH1,DBI,PYY,BMP5,BMP4,BMP3,BMP2,ADCY2,ADCY3,CXCL8,ADCY8,ADCY9,CSF2,CSF3,IL10,VIP,NPY,GRM2,WNT2,NPPA,WNT7A,IFNA1,WNT7B,NGF,TNFSF10,IHH,EDN1,ADORA1,TSHB,ADORA3,IL18,IL15,IL6,RGS18,IL1A,FZD10,IFNA4,GAST,TGFA,ADORA2A,ADORA2B,GCG,FGF17,IL4,IFNA10,PRLH,IFNA21,GRM8,GRM4,GRM5,GRM6,GRM7,GRM1,GDF11,GRM3,IGF2,TRH,RGS5,IGF1,GRP,AREG,OXT,VEGFD,MSTN,VEGFA,FGF9,FGF8,SHH,FGF6,FGF5,FGF4,FGF3,FGF2,FGF1,INHA,PRL,GNAS,SST,AVP,ADCY1,INS,FZD8,GDF10,FZD9,AGTR2,WNT5A,FGF22,FGF23,FGF20,FGF21,WNT3A,GHRH,CD40LG,VEGFC,NODAL,VEGFB,SMO,FGF7,ADCY10,NRG4,IL1B,IFNB1,GNAI2,GNAI1,FZD1,FZD2,FZD3,FZD4,FZD5,FZD6,FZD7,CGA,CD80,WNT9B,CD86,HBEGF,FGF19,FGF18,WNT6,FGF13,FGF11,FGF10,RGS7,FGF16,FGF14,NTF3,NTF4,IL17A,GNB5,CGB5,CGB7,WNT5B,GNB3,CGB3,DLL1,LTA,DLL3,DLL4,IL16,POMC,NDP,WNT8B,RGS16,RGS17,RGS14,IFNA8,RGS12,RGS13,RGS10,RGS11,WNT3,IFNA2,WNT1,IL13,IFNA7,IFNA6,IFNA5,RGS19,LEP,IL7,KNG1,IL5,EREG,GNRH1,BMP7,IL9,TGFB1,TGFB2,TGFB3,IL12B,IL12A,BMP10,BMP15,BMP6,CGB8,CRH,GDF9,RGS20,FSHB,TMIGD3,GDF2,TAC3,GDF7,GDF6,GDF5,THPO,RGS4,WNT8A,CXCR1,GAL,RGS1,RGS2,RGS3,NRG1,PPY,JAG1,RGS8,RGS9,GDNF,WNT2B,PDGFA,PDGFB,BTC,DHH,MLN,TXLNA,IL11,WNT4,TNF,WNT16,HGF,AGTR1,CSH2,CSH1,IL3,DRD4,DRD5,DRD2,DRD3,DRD1,GDF3,GNGT2,WNT9A,TAC1,CALCA,CALCB,WNT11
Prefoldin mediated transfer of substrate  to CCT/TriC	R-HSA-389957	Reactome	VBP1,CCT8,TUBA3D,TUBA1C,CCT3,TUBA1A,CCT7,CCT4,CCT5,CCT6A,CCT6B,PFDN1,PFDN2,PFDN5,PFDN4,PFDN6,TUBB6,TUBB3,TUBB1,TUBA3C,TUBA4A,TUBB2A,TUBB2B,TUBB4B,TUBB4A,CCT2,TCP1,ACTB
Nef and signal transduction	R-HSA-164944	Reactome	RAC1,DOCK2,FYN,LCK,CD247,HCK,ELMO1,PAK2
Tandem pore domain halothane-inhibited K+ channel (THIK)	R-HSA-1299287	Reactome	KCNK13
Tandem pore domain potassium channels	R-HSA-1296346	Reactome	KCNK9,KCNK18,KCNK16,KCNK17,KCNK6,KCNK7,KCNK13,KCNK2,KCNK3,KCNK4,KCNK10,KCNK1
Potassium Channels	R-HSA-1296071	Reactome	GNG10,GNG11,GNG12,GNG13,KCNAB1,KCNAB3,KCNAB2,KCNN4,KCNN3,KCNN2,KCNN1,KCNMB1,KCNMB3,KCNMB2,KCNMB4,HCN1,HCN3,HCN2,HCN4,GNG7,GNG4,GNG5,GNG2,GNG3,KCNV2,KCNV1,KCNG1,KCNG2,KCNG3,KCNG4,KCNJ11,KCND2,GABBR1,GABBR2,KCNMA1,KCNK18,KCNK16,KCNK17,KCNQ4,KCNQ5,KCNQ2,KCNQ3,KCNK10,KCNK13,KCNQ1,KCNH5,KCNH4,KCNH7,KCNH6,KCNH1,KCNH3,KCNH2,KCNH8,GNG8,KCNA6,KCNA7,KCNA4,KCNA5,KCNA2,KCNA3,KCNA1,GNB5,GNB4,GNB1,GNB3,GNB2,KCNB2,KCNB1,KCNJ3,KCNJ2,KCNJ1,KCNJ6,KCNJ5,KCNJ4,KCNJ9,KCNJ8,KCNC4,KCNC1,KCNC2,KCNC3,KCNK9,KCNK4,KCNK6,KCNK7,KCNK1,KCNK2,KCNK3,KCNS1,KCNS2,KCNS3,ABCC9,KCND1,KCNJ12,KCND3,KCNJ10,KCNJ16,KCNJ15,KCNJ14,KCNF1,ABCC8,GNGT2,GNGT1,KCNA10
4-hydroxybenzoate biosynthesis	PWY-5754	HumanCyc	TAT
noradrenaline and adrenaline degradation	PWY-6342	HumanCyc	ADH6,ADH4,ALDH3A2,LRTOMT,COMT,ALDH2,MAOB,MAOA,ADH1C,PNMT,ADH1A,RNLS,ADH1B
NADE modulates death signalling	R-HSA-205025	Reactome	NGF,BEX3,CASP3,NGFR,CASP2,YWHAE
Cell death signalling via NRAGE, NRIF and NADE	R-HSA-204998	Reactome	OBSCN,NGF,ARHGEF5,ARHGEF37,MCF2,KALRN,RPS27A,ARHGEF12,NGFR,ITGB3BP,FGD4,AKAP13,PSENEN,FGD1,ARHGEF10L,ARHGEF33,APH1B,APH1A,BCL2L11,TRAF6,ECT2,PREX1,ARHGEF6,PSEN2,ARHGEF4,RAC1,ARHGEF2,ARHGEF3,BEX3,ARHGEF1,TIAM1,TIAM2,SOS1,MAPK8,ARHGEF16,NET1,YWHAE,ARHGEF10,ARHGEF11,TRIO,ARHGEF35,NGEF,ARHGEF15,FGD3,FGD2,ARHGEF18,ARHGEF19,ARHGEF38,ARHGEF39,ABR,ARHGEF9,ARHGEF7,ARHGEF17,NCSTN,CASP3,PLEKHG2,SQSTM1,CASP2,SOS2,RASGRF2,PLEKHG5,VAV1,MAGED1,VAV3,VAV2,MCF2L,BAD,ITSN1,UBA52,AATF,GNA13,UBB,UBC,ARHGEF26,PSEN1,ARHGEF40
